"country","issue_date","alert_title","alert_url","raw_place_name","start_issue_date"
"United States",2024-07-23,"7-23-24 pertussis cases increasing locally - Radio Plus",NA,"Fond du Lac County, Wisconsin, United States",569
"United Kingdom",2024-07-18,"Baby dies in Scotland after contracting whooping cough as cases soar ...",NA,"Scotland, United Kingdom",564
"United Kingdom",2024-06-14,"Scotland records 3650 cases of whooping cough in six months - STV News",NA,"Scotland, United Kingdom",530
"United Kingdom",2024-05-19,"Huge Scotland whooping cough outbreak 'will get worse' - ...",NA,"Scotland, United Kingdom",504
"United Kingdom",2024-07-17,"New figures reveal 21 suspected cases of whooping cough in Harborough ...",NA,"Harborough District, England, United Kingdom",563
"Brazil",2024-07-15,"Whooping cough outbreak in Santa Catarina worries health authorities ...",NA,"Santa Catarina, Brazil",561
"Canada",2024-07-11,"Whooping cough outbreak reported in eastern Newfoundland - Yahoo News ...",NA,"Newfoundland, Newfoundland and Labrador, Canada",557
"Canada",2024-05-09,"Whooping cough outbreak reported in eastern Newfoundland - Yahoo News ...",NA,"Newfoundland, Newfoundland and Labrador, Canada",494
"Vietnam",2024-07-09,"Whooping cough resurfaces in Thá»«a ThiÃªn-Huáº¿ after more than ten ...",NA,"Vietnam",555
"Vietnam",2023-12-01,"Hanoi detects first whooping cough case - VietNamNet",NA,"Vietnam",334
"Australia",2024-07-05,"Whooping cough on the rise in Tasmania: 72 cases reported this year - ...",NA,"Tasmania, Australia",551
"Brazil",2024-07-03,"Cases of whooping cough, pneumonia and flu soar in ParanÃ¡ - Bem ...",NA,"ParanÃ¡, Brazil",549
"United States",2024-06-23,"Whooping Cough Arrives in Manhattan Beach | Manhattan Beach CA - ...",NA,"New York City, New York State, United States",539
"United States",2023-12-30,"Health officials: Cases of whooping cough on the rise on Long Island ...",NA,"New York City, New York State, United States",363
"Brazil",2024-06-24,"Government of GoiÃ¡s issues important warning about the possibility ...",NA,"GoiÃ¡s, Brazil",540
"Czech Republic",2024-06-18,"Number of Whooping Cough Cases This Year in Czech Republic Exceeds ...",NA,"Czech Republic",534
"Czech Republic",2024-05-20,"Czech Republic records nearly 15,000 cases of Pertussis, 6 dead - New ...",NA,"Czech Republic",505
"Czech Republic",2024-04-03,"Czech Republic reports nearly 5,300 whooping cough cases in 2024 - ...",NA,"Czech Republic",458
"Czech Republic",2024-03-15,"Czech Republic Has Enough Medicines For Whooping Cough and Other ...",NA,"Czech Republic",439
"Czech Republic",2024-03-05,"Steep Rise In Cases of Whooping Cough In The Czech Republic - Brno ...",NA,"Czech Republic",429
"United States",2024-06-11,"Lexington whooping cough outbreak has more cases than in the past ...",NA,"Lexington, Fayette County, Kentucky, United States",527
"United States",2024-06-11,"Henderson County's whooping cough cases in decline - WLOS",NA,"Henderson County, North Carolina, United States",527
"Latvia",2024-06-11,"Whooping cough cases on a rise in Latvia; vaccination advised for ...",NA,"Latvia",527
"Italy",2024-06-07,"Pertussis outbreak in neonates and young infants across Italy,...",NA,"Italy",523
"Greece",2024-06-07,"Travel Advisory: Pertussis Outbreak in Greece â€“ Ensure Vaccination ...",NA,"Greece",523
"Greece",2024-04-05,"Whooping cough symptoms: UK tourists issued travel warning as ...",NA,"Greece",460
"China",2024-05-24,"Hong Kong doctors must be â€˜vigilant against upsurgeâ€™ of whooping ...",NA,"Hong Kong",509
"Northern Ireland",2024-05-17,"Fermanagh parents warned of rise in whooping cough - Fermanagh Herald",NA,"Northern Ireland",502
"Northern Ireland",2024-04-18,"Northern Ireland is in the grip of the '100 day cough' epidemic - ...",NA,"Northern Ireland",473
"Northern Ireland",2024-03-11,"Whooping cough: Call to get vaccinated as cases rise in Northern ...",NA,"Northern Ireland",435
"Serbia",2024-05-12,"(PDF) Pertussis Epidemiology in the Autonomous Province of Vojvodina, ...",NA,"Serbia",497
"Serbia",2024-03-05,"A large increase in pertussis patients in Serbia, almost 850 ...",NA,"Serbia",429
"Serbia",2024-01-31,"Four babies in Belgrade died of whooping cough, growing number of ...",NA,"Serbia",395
"Bulgaria",2024-05-08,"Bulgaria's health authorities introduce measures for pertussis ...",NA,"Bulgaria",493
"Bulgaria",2024-04-24,"Officially Reported Cases of Pertussis in Bulgaria Number 387 - Ð‘Ð¢Ð",NA,"Bulgaria",479
"Bulgaria",2024-04-19,"Bulgaria Takes Action Against Whooping Cough Outbreak: Minister ...",NA,"Bulgaria",474
"Australia",2024-05-07,"Cases of whooping cough spike in South Australia - WAtoday",NA,"South Australia, Australia",492
"Saudi Arabia",2024-05-03,"Highland Local School District in Medina County reports 'probable ...",NA,"Saudi Arabia",488
"United States",2024-04-19,"What is whooping cough? Health officials warning about rise in ...",NA,"Philadelphia, Pennsylvania, United States",474
"United Arab Emirates",2024-04-13,"UAE: Filipino mums take precautions as whooping cough kills 54 kids ...",NA,"United Arab Emirates",468
"Costa Rica",2024-04-12,"Costa Rica Confirms Whooping Cough Outbreak in Tibas - Precision ...",NA,"Costa Rica",467
"Denmark",2024-04-05,"Pertussis epidemic in Denmark, August 2023 to February 2024",NA,"Denmark",460
"Denmark",2023-10-25,"Pertussis cases rise in Denmark - The Lancet",NA,"Denmark",297
"Denmark",2023-09-28,"Denmark's whooping cough cases ten times over normal level - The ...",NA,"Denmark",270
"Denmark",2023-09-08,"Whooping cough epidemic in Denmark - Outbreak News Today - Outbreak ...",NA,"Denmark",250
"Denmark",2023-07-16,"Denmark reports increase in pertussis cases in May and June 2023 ... ...",NA,"Denmark",196
"Denmark",2023-01-20,"Denmark reinstates whooping cough vaccination during pregnancy - The ...",NA,"Denmark",19
"Netherlands",2024-03-25,"Needless suffering: Dutch pediatricians urge vaccination after ...",NA,"Netherlands",449
"Netherlands",2024-02-15,"Many serious cases of whooping cough among newborn babies in the ...",NA,"Netherlands",410
"Canada",2024-03-18,"Alberta pediatricians sounding alarm over whooping cough: What to ...",NA,"Alberta Province, Canada",442
"Canada",2024-03-12,"Alberta health officials issue warning about Okotoks whooping cough ...",NA,"Alberta Province, Canada",436
"Canada",2024-02-29,"Whooping cough outbreaks persist in Alberta as health officials urge ...",NA,"Alberta Province, Canada",424
"Canada",2023-12-20,"Whooping cough cases in Alberta on track for one of the worst years ...",NA,"Alberta Province, Canada",353
"Canada",2023-07-13,"Whooping cough still spreading as southern Alberta outbreak grows - ...",NA,"Alberta Province, Canada",193
"Canada",2023-04-27,"Whooping cough outbreak spreads to Lethbridge and Medicine Hat - My ...",NA,"Alberta Province, Canada",116
"Canada",2023-04-21,"Whooping cough outbreak grows in Alberta: â€˜Any rise in cases is ...",NA,"Alberta Province, Canada",110
"Canada",2023-04-11,"Whooping cough cases spread in Lethbridge area - iHeartRadio.ca",NA,"Alberta Province, Canada",100
"Canada",2023-04-10,"Pertussis outbreak spreads across Alberta - Global News",NA,"Alberta Province, Canada",99
"Canada",2023-04-06,"Pertussis outbreak expands into central zone: Alberta Health ... - ...",NA,"Alberta Province, Canada",95
"Canada",2023-02-08,"Whooping cough outbreak worsening in southern Alberta - Lethbridge ...",NA,"Alberta Province, Canada",38
"Canada",2023-01-26,"Whooping cough outbreak declared in some Southern Alberta ... - ...",NA,"Alberta Province, Canada",25
"China",2024-03-12,"MACAU DAILY TIMES æ¾³é–€æ¯æ—¥æ™‚å ±Health Bureau logs third whooping ...",NA,"Macau",436
"China",2023-09-18,"The Health Bureau received a report of 1 whooping cough case - Macao ...",NA,"Macau",260
"United Kingdom",2024-01-29,"UK: Elevated pertussis activity reported in multiple areas, ...",NA,"Wales, United Kingdom",393
"Thailand",2024-01-26,"Whooping cough spreading among children in 3 southern provinces - ...",NA,"Thailand",390
"Thailand",2023-12-25,"Thailand's Whooping Cough Crisis: The Crucial Role of Awareness ... - ...",NA,"Thailand",358
"Pakistan",2024-01-14,"Health authorities highlight spread of pertussis in Pakistan - Daily ...",NA,"Pakistan",378
"Uzbekistan",2024-01-09,"Whooping cough exploits slender immunity gaps in Uzbekistan - Gavi, ...",NA,"Uzbekistan",373
"Ireland",2023-10-10,"Cork Parents Warned... After Outbreak Of Whooping Cough In Small ... ...",NA,"Cork, Munster, Ireland",282
"Australia",2023-08-31,"Passengers on Perth-Auckland flight exposed to whooping cough - 1News",NA,"Perth, Western Australia, Australia",242
"Australia",2023-07-27,"Rising cases of whooping cough in Huron-Perth - Yahoo News Canada",NA,"Perth, Western Australia, Australia",207
"Australia",2023-03-22,"21 cases of whooping cough in Huron Perth so far this year - CTV News ...",NA,"Perth, Western Australia, Australia",80
"Canada",2023-07-29,"Potential Pertussis Exposures in Calgary Zone - Alberta Health ...",NA,"Calgary, Alberta, Canada",209
"Canada",2023-08-01,"Whooping cough outbreak sticks to Southern Health â€“ Winnipeg ... - ...",NA,"Manitoba Province, Canada",212
"Canada",2023-06-26,"Whooping cough outbreak declared in Manitoba | CTV News - CTV News ...",NA,"Manitoba Province, Canada",176
"Canada",2023-04-27,"Whooping cough cases on the rise in Manitoba | CTV News - CTV News ...",NA,"Manitoba Province, Canada",116
"United States",2023-06-21,"First confirmed case this year of pertussis in Cascade County - KRTV ...",NA,"Cascade County, Montana, United States",171
"United States",2023-03-21,"Case of whooping cough detected at Kettering school - WHIO",NA,"Kettering, Ohio, United States",79
"Canada",2023-03-12,"Canada's Whooping Cough Outbreak Centered in Southwest Ottawa - ...",NA,"Ottawa, Ontario, Canada",70
"India",2023-02-06,"Garhwa: Measles, whooping cough surface in Palamu, Garhwa ... - Times ...",NA,"Palamu, Jharkhand, India",36
